*****RestoreLuaState
**Restoring ref list
Reading key:TASK_FormationFleeState, resolveRef:0
Reading value:[67], resolveRef:0
Read last table entry (nil key)
**Restoring ref 979
+Added m_refs[979]
Reading key:__enumflags, resolveRef:0
Reading value:[false], resolveRef:0
Reading key:__enumvalue, resolveRef:0
Reading value:[2], resolveRef:0
Reading key:__enumtype, resolveRef:0
Reading value:ObjectiveType, resolveRef:0
Read last table entry (nil key)
**Restoring ref 980
+Added m_refs[980]
Reading key:z, resolveRef:0
Reading value:[11.217316], resolveRef:0
Reading key:y, resolveRef:0
Reading value:[58.839077], resolveRef:0
Reading key:x, resolveRef:0
Reading value:[46.983002], resolveRef:0
Read last table entry (nil key)
**Restoring ref 981
+Added m_refs[981]
Reading key:__enumflags, resolveRef:0
Reading value:[false], resolveRef:0
Reading key:__enumvalue, resolveRef:0
Reading value:[125], resolveRef:0
Reading key:__enumtype, resolveRef:0
Reading value:PlayerCommandType, resolveRef:0
Read last table entry (nil key)
**Restoring ref 982
+Added m_refs[982]
Reading key:__enumflags, resolveRef:0
Reading value:[false], resolveRef:0
Reading key:__enumvalue, resolveRef:0
Reading value:[2], resolveRef:0
Reading key:__enumtype, resolveRef:0
Reading value:LabelAlignHorizontal, resolveRef:0
Read last table entry (nil key)
**Restoring ref 983
+Added m_refs[983]
Reading key:__enumflags, resolveRef:0
Reading value:[false], resolveRef:0
Reading key:__enumvalue, resolveRef:0
Reading value:[1], resolveRef:0
Reading key:__enumtype, resolveRef:0
Reading value:ButtonIconStyle, resolveRef:0
Read last table entry (nil key)
**Restoring ref 984
+Added m_refs[984]
Reading key:__enumflags, resolveRef:0
Reading value:[false], resolveRef:0
Reading key:__enumvalue, resolveRef:0
Reading value:[22], resolveRef:0
Reading key:__enumtype, resolveRef:0
Reading value:AIBuildStyle, resolveRef:0
Read last table entry (nil key)
**Restoring ref 985
+Added m_refs[985]
Reading key:__enumflags, resolveRef:0
Reading value:[false], resolveRef:0
Reading key:__enumvalue, resolveRef:0
Reading value:[1], resolveRef:0
Reading key:__enumtype, resolveRef:0
Reading value:UIEventType, resolveRef:0
Read last table entry (nil key)
**Restoring ref 986
+Added m_refs[986]
Reading key:__enumflags, resolveRef:0
Reading value:[false], resolveRef:0
Reading key:__enumvalue, resolveRef:0
Reading value:[3], resolveRef:0
Reading key:__enumtype, resolveRef:0
Reading value:AIIslandDecision::Field, resolveRef:0
Read last table entry (nil key)
**Restoring ref 987
+Added m_refs[987]
Reading key:MarkerID, resolveRef:0
Reading value:[17], resolveRef:0
Read last table entry (nil key)
**Restoring ref 988
+Added m_refs[988]
Reading key:__enumflags, resolveRef:0
Reading value:[false], resolveRef:0
Reading key:__enumvalue, resolveRef:0
Reading value:[2], resolveRef:0
Reading key:__enumtype, resolveRef:0
Reading value:AIBuildStyle, resolveRef:0
Read last table entry (nil key)
**Restoring ref 989
+Added m_refs[989]
Read last table entry (nil key)
**Restoring ref 990
+Added m_refs[990]
Reading key:MarkerID, resolveRef:0
Reading value:[50], resolveRef:0
Read last table entry (nil key)
**Restoring ref 991
+Added m_refs[991]
Reading key:__enumflags, resolveRef:0
Reading value:[false], resolveRef:0
Reading key:__enumvalue, resolveRef:0
Reading value:[13], resolveRef:0
Reading key:__enumtype, resolveRef:0
Reading value:UIEventType, resolveRef:0
Read last table entry (nil key)
**Restoring ref 992
+Added m_refs[992]
Reading key:__enumflags, resolveRef:0
Reading value:[false], resolveRef:0
Reading key:__enumvalue, resolveRef:0
Reading value:[2], resolveRef:0
Reading key:__enumtype, resolveRef:0
Reading value:RuleFilterContext, resolveRef:0
Read last table entry (nil key)
**Restoring ref 993
+Added m_refs[993]
Reading key:__enumflags, resolveRef:0
Reading value:[false], resolveRef:0
Reading key:__enumvalue, resolveRef:0
Reading value:[9], resolveRef:0
Reading key:__enumtype, resolveRef:0
Reading value:AITaskType, resolveRef:0
Read last table entry (nil key)
**Restoring ref 994
+Added m_refs[994]
Reading key:__enumflags, resolveRef:0
Reading value:[false], resolveRef:0
Reading key:__enumvalue, resolveRef:0
Reading value:[0], resolveRef:0
Reading key:__enumtype, resolveRef:0
Reading value:AITaskType, resolveRef:0
Read last table entry (nil key)
**Restoring ref 995
+Added m_refs[995]
Reading key:__enumflags, resolveRef:0
Reading value:[false], resolveRef:0
Reading key:__enumvalue, resolveRef:0
Reading value:[1], resolveRef:0
Reading key:__enumtype, resolveRef:0
Reading value:ModifierUsageType, resolveRef:0
Read last table entry (nil key)
**Restoring ref 996
+Added m_refs[996]
Reading key:__enumflags, resolveRef:0
Reading value:[false], resolveRef:0
Reading key:__enumvalue, resolveRef:0
Reading value:[9], resolveRef:0
Reading key:__enumtype, resolveRef:0
Reading value:AITacticType, resolveRef:0
Read last table entry (nil key)
**Restoring ref 997
+Added m_refs[997]
Reading key:MarkerID, resolveRef:0
Reading value:[34], resolveRef:0
Read last table entry (nil key)
**Restoring ref 998
+Added m_refs[998]
Reading key:__enumflags, resolveRef:0
Reading value:[false], resolveRef:0
Reading key:__enumvalue, resolveRef:0
Reading value:[1], resolveRef:0
Reading key:__enumtype, resolveRef:0
Reading value:AITacticType, resolveRef:0
Read last table entry (nil key)
**Restoring ref 999
+Added m_refs[999]
Reading key:__enumflags, resolveRef:0
Reading value:[false], resolveRef:0
Reading key:__enumvalue, resolveRef:0
Reading value:[5], resolveRef:0
Reading key:__enumtype, resolveRef:0
Reading value:KillPlayerReason, resolveRef:0
Read last table entry (nil key)
**Restoring ref 1000
+Added m_refs[1000]
Reading key:__enumflags, resolveRef:0
Reading value:[false], resolveRef:0
Reading key:__enumvalue, resolveRef:0
Reading value:[18], resolveRef:0
Reading key:__enumtype, resolveRef:0
Reading value:UIEventType, resolveRef:0
Read last table entry (nil key)
**Restoring ref 1001
+Added m_refs[1001]
Reading key:__enumflags, resolveRef:0
Reading value:[false], resolveRef:0
Reading key:__enumvalue, resolveRef:0
Reading value:[2], resolveRef:0
Reading key:__enumtype, resolveRef:0
Reading value:Player::AddResourceReason, resolveRef:0
Read last table entry (nil key)
**Restoring ref 1002
+Added m_refs[1002]
Reading key:__enumflags, resolveRef:0
Reading value:[false], resolveRef:0
Reading key:__enumvalue, resolveRef:0
Reading value:[14], resolveRef:0
Reading key:__enumtype, resolveRef:0
Reading value:EntityCommandType, resolveRef:0
Read last table entry (nil key)
**Restoring ref 1003
+Added m_refs[1003]
Reading key:__enumflags, resolveRef:0
Reading value:[false], resolveRef:0
Reading key:__enumvalue, resolveRef:0
Reading value:[4], resolveRef:0
Reading key:__enumtype, resolveRef:0
Reading value:FrontEnd_Layer, resolveRef:0
Read last table entry (nil key)
**Restoring ref 1004
+Added m_refs[1004]
Reading key:__enumflags, resolveRef:0
Reading value:[false], resolveRef:0
Reading key:__enumvalue, resolveRef:0
Reading value:[2097151], resolveRef:0
Reading key:__enumtype, resolveRef:0
Reading value:VisibilityFlag, resolveRef:0
Read last table entry (nil key)
**Restoring ref 1005
+Added m_refs[1005]
Reading key:[1], resolveRef:0
Reading value:table, resolveRef:0
Reading key:[2], resolveRef:0
Reading value:table, resolveRef:0
Read last table entry (nil key)
**Restoring ref 1006
+Added m_refs[1006]
Reading key:MarkerID, resolveRef:0
Reading value:[40], resolveRef:0
Read last table entry (nil key)
**Restoring ref 1007
+Added m_refs[1007]
Reading key:__enumflags, resolveRef:0
Reading value:[false], resolveRef:0
Reading key:__enumvalue, resolveRef:0
Reading value:[3], resolveRef:0
Reading key:__enumtype, resolveRef:0
Reading value:LabelAlignHorizontal, resolveRef:0
Read last table entry (nil key)
**Restoring ref 1008
+Added m_refs[1008]
Reading key:easingMode, resolveRef:0
Reading value:[2], resolveRef:0
Reading key:rotations, resolveRef:0
Reading value:table, resolveRef:0
Reading key:positions, resolveRef:0
Reading value:table, resolveRef:0
Reading key:duration, resolveRef:0
Reading value:[23], resolveRef:0
Reading key:degree, resolveRef:0
Reading value:[1], resolveRef:0
Reading key:num_cvs, resolveRef:0
Reading value:[2], resolveRef:0
Reading key:easingType, resolveRef:0
Reading value:[1397310790], resolveRef:0
Reading key:fov, resolveRef:0
Reading value:[41.100000], resolveRef:0
Read last table entry (nil key)
**Restoring ref 1009
+Added m_refs[1009]
Reading key:__enumflags, resolveRef:0
Reading value:[false], resolveRef:0
Reading key:__enumvalue, resolveRef:0
Reading value:[1], resolveRef:0
Reading key:__enumtype, resolveRef:0
Reading value:CrushMode, resolveRef:0
Read last table entry (nil key)
**Restoring ref 1010
+Added m_refs[1010]
Reading key:__enumflags, resolveRef:0
Reading value:[false], resolveRef:0
Reading key:__enumvalue, resolveRef:0
Reading value:[67], resolveRef:0
Reading key:__enumtype, resolveRef:0
Reading value:SquadCommandType, resolveRef:0
Read last table entry (nil key)
**Restoring ref 1011
+Added m_refs[1011]
Reading key:__enumflags, resolveRef:0
Reading value:[false], resolveRef:0
Reading key:__enumvalue, resolveRef:0
Reading value:[2], resolveRef:0
Reading key:__enumtype, resolveRef:0
Reading value:Relationship, resolveRef:0
Read last table entry (nil key)
**Restoring ref 1012
+Added m_refs[1012]
Reading key:__enumflags, resolveRef:0
Reading value:[false], resolveRef:0
Reading key:__enumvalue, resolveRef:0
Reading value:[1], resolveRef:0
Reading key:__enumtype, resolveRef:0
Reading value:DecoratorVisibility, resolveRef:0
Read last table entry (nil key)
**Restoring ref 1013
+Added m_refs[1013]
Reading key:SGroupID, resolveRef:0
Reading value:[32], resolveRef:0
Read last table entry (nil key)
**Restoring ref 1014
+Added m_refs[1014]
Reading key:__enumflags, resolveRef:0
Reading value:[false], resolveRef:0
Reading key:__enumvalue, resolveRef:0
Reading value:[4], resolveRef:0
Reading key:__enumtype, resolveRef:0
Reading value:ScarType, resolveRef:0
Read last table entry (nil key)
**Restoring ref 1015
+Added m_refs[1015]
Reading key:MarkerID, resolveRef:0
Reading value:[84], resolveRef:0
Read last table entry (nil key)
**Restoring ref 1016
+Added m_refs[1016]
Reading key:musicEvent, resolveRef:0
Reading value:mus_combat_intensity_state_exp_rare, resolveRef:0
Reading key:lowerBound, resolveRef:0
Reading value:[0], resolveRef:0
Read last table entry (nil key)
**Restoring ref 1017
+Added m_refs[1017]
Reading key:musicEvent, resolveRef:0
Reading value:mus_combat_intensity_state_exp_tens, resolveRef:0
Reading key:lowerBound, resolveRef:0
Reading value:[0], resolveRef:0
Read last table entry (nil key)
**Restoring ref 1018
+Added m_refs[1018]
Reading key:musicEvent, resolveRef:0
Reading value:mus_combat_intensity_state_exp_tens_rare, resolveRef:0
Reading key:lowerBound, resolveRef:0
Reading value:[0], resolveRef:0
Read last table entry (nil key)
**Restoring ref 1019
+Added m_refs[1019]
Reading key:musicEvent, resolveRef:0
Reading value:mus_combat_intensity_state_exp, resolveRef:0
Reading key:lowerBound, resolveRef:0
Reading value:[0], resolveRef:0
Read last table entry (nil key)
**Restoring ref 1020
+Added m_refs[1020]
Reading key:musicEvent, resolveRef:0
Reading value:mus_combat_intensity_state_comb, resolveRef:0
Reading key:lowerBound, resolveRef:0
Reading value:[575], resolveRef:0
Read last table entry (nil key)
**Restoring ref 1021
+Added m_refs[1021]
Reading key:musicEvent, resolveRef:0
Reading value:mus_combat_intensity_state_tens, resolveRef:0
Reading key:lowerBound, resolveRef:0
Reading value:[575], resolveRef:0
Read last table entry (nil key)
**Restoring ref 1022
+Added m_refs[1022]
Reading key:musicEvent, resolveRef:0
Reading value:mus_combat_intensity_state_tens_comb, resolveRef:0
Reading key:lowerBound, resolveRef:0
Reading value:[2000], resolveRef:0
Read last table entry (nil key)
**Restoring ref 1023
+Added m_refs[1023]
Reading key:musicEvent, resolveRef:0
Reading value:mus_combat_intensity_state_tens_rare, resolveRef:0
Reading key:lowerBound, resolveRef:0
Reading value:[2000], resolveRef:0
Read last table entry (nil key)
**Restoring ref 1024
+Added m_refs[1024]
Reading key:musicEvent, resolveRef:0
Reading value:mus_combat_intensity_state_comb_rare, resolveRef:0
Reading key:lowerBound, resolveRef:0
Reading value:[3500], resolveRef:0
Read last table entry (nil key)
**Restoring ref 1025
+Added m_refs[1025]
Reading key:musicEvent, resolveRef:0
Reading value:mus_combat_intensity_state_tens_comb_rare, resolveRef:0
Reading key:lowerBound, resolveRef:0
Reading value:[3500], resolveRef:0
Read last table entry (nil key)
**Restoring ref 1026
+Added m_refs[1026]
Reading key:musicEvent, resolveRef:0
Reading value:mus_combat_intensity_state_rare, resolveRef:0
Reading key:lowerBound, resolveRef:0
Reading value:[8000], resolveRef:0
Read last table entry (nil key)
**Restoring ref 1027
+Added m_refs[1027]
Reading key:__enumflags, resolveRef:0
Reading value:[false], resolveRef:0
Reading key:__enumvalue, resolveRef:0
Reading value:[0], resolveRef:0
Reading key:__enumtype, resolveRef:0
Reading value:HintPointActionType, resolveRef:0
Read last table entry (nil key)
**Restoring ref 1028
+Added m_refs[1028]
Reading key:__enumflags, resolveRef:0
Reading value:[false], resolveRef:0
Reading key:__enumvalue, resolveRef:0
Reading value:[0], resolveRef:0
Reading key:__enumtype, resolveRef:0
Reading value:ObjectiveType, resolveRef:0
Read last table entry (nil key)
**Restoring ref 1029
+Added m_refs[1029]
Reading key:objectiveComplete, resolveRef:0
Reading value:sfx_ui_event_queue_campaign_objective_complete, resolveRef:0
Reading key:objectiveStart, resolveRef:0
Reading value:sfx_ui_event_queue_campaign_objective_start, resolveRef:0
Reading key:objectiveFail, resolveRef:0
Reading value:sfx_ui_event_queue_campaign_objective_fail, resolveRef:0
Read last table entry (nil key)
**Restoring ref 1030
+Added m_refs[1030]
Reading key:reticuleBlueprint, resolveRef:0
Reading value:capture_neutral, resolveRef:0
Reading key:hintpointTemplate, resolveRef:0
Reading value:BouncingArrowObjectiveTemplate, resolveRef:0
Read last table entry (nil key)
**Restoring ref 1031
+Added m_refs[1031]
Reading key:AGE_FEUDAL, resolveRef:0
Reading value:table, resolveRef:0
Reading key:AGE_DARK, resolveRef:0
Reading value:table, resolveRef:0
Reading key:ALWAYS_REMOVE, resolveRef:0
Reading value:table, resolveRef:0
Reading key:AGE_CASTLE, resolveRef:0
Reading value:table, resolveRef:0
Reading key:AGE_IMPERIAL, resolveRef:0
Reading value:table, resolveRef:0
Read last table entry (nil key)
**Restoring ref 1032
+Added m_refs[1032]
Reading key:AGE_FEUDAL, resolveRef:0
Reading value:table, resolveRef:0
Reading key:AGE_DARK, resolveRef:0
Reading value:table, resolveRef:0
Reading key:ALWAYS_REMOVE, resolveRef:0
Reading value:table, resolveRef:0
Reading key:AGE_CASTLE, resolveRef:0
Reading value:table, resolveRef:0
Reading key:AGE_IMPERIAL, resolveRef:0
Reading value:table, resolveRef:0
Read last table entry (nil key)
**Restoring ref 1033
+Added m_refs[1033]
Reading key:AGE_FEUDAL, resolveRef:0
Reading value:table, resolveRef:0
Reading key:AGE_DARK, resolveRef:0
Reading value:table, resolveRef:0
Reading key:ALWAYS_REMOVE, resolveRef:0
Reading value:table, resolveRef:0
Reading key:AGE_CASTLE, resolveRef:0
Reading value:table, resolveRef:0
Reading key:AGE_IMPERIAL, resolveRef:0
Reading value:table, resolveRef:0
Read last table entry (nil key)
**Restoring ref 1034
+Added m_refs[1034]
Reading key:AGE_FEUDAL, resolveRef:0
Reading value:table, resolveRef:0
Reading key:AGE_DARK, resolveRef:0
Reading value:table, resolveRef:0
Reading key:ALWAYS_REMOVE, resolveRef:0
Reading value:table, resolveRef:0
Reading key:AGE_CASTLE, resolveRef:0
Reading value:table, resolveRef:0
Reading key:AGE_IMPERIAL, resolveRef:0
Reading value:table, resolveRef:0
Read last table entry (nil key)
**Restoring ref 1035
+Added m_refs[1035]
Reading key:AGE_FEUDAL, resolveRef:0
Reading value:table, resolveRef:0
Reading key:AGE_DARK, resolveRef:0
Reading value:table, resolveRef:0
Reading key:ALWAYS_REMOVE, resolveRef:0
Reading value:table, resolveRef:0
Reading key:AGE_CASTLE, resolveRef:0
Reading value:table, resolveRef:0
Reading key:AGE_IMPERIAL, resolveRef:0
Reading value:table, resolveRef:0
Read last table entry (nil key)
